日付,時間 ,約定値,出来高
2025/12/05,12:56:23,269,500
2025/12/05,12:56:07,269,200
2025/12/05,12:56:07,269,"1,900"
2025/12/05,12:56:04,270,100
2025/12/05,12:55:54,270,900
2025/12/05,12:55:54,270,100
2025/12/05,12:55:51,270,100
2025/12/05,12:55:50,270,100
2025/12/05,12:55:46,270,200
2025/12/05,12:55:45,270,400
2025/12/05,12:55:42,270,200
2025/12/05,12:55:42,270,"6,200"
2025/12/05,12:55:39,270,300
2025/12/05,12:55:38,271,100
2025/12/05,12:55:35,270,"1,000"
2025/12/05,12:55:33,272,"1,200"
2025/12/05,12:55:32,271,300
2025/12/05,12:55:29,271,500
2025/12/05,12:55:29,271,100
2025/12/05,12:55:22,271,100
2025/12/05,12:55:21,271,"1,000"
2025/12/05,12:55:20,271,500
2025/12/05,12:55:18,271,100
2025/12/05,12:55:15,271,500
2025/12/05,12:55:15,272,100
2025/12/05,12:55:13,271,300
2025/12/05,12:55:10,271,100
2025/12/05,12:55:10,271,300
2025/12/05,12:55:10,271,400
2025/12/05,12:55:10,271,"1,400"
2025/12/05,12:55:10,271,200
2025/12/05,12:55:09,272,300
2025/12/05,12:55:09,271,700
2025/12/05,12:55:09,271,400
2025/12/05,12:55:05,272,500
2025/12/05,12:55:03,272,"1,200"
2025/12/05,12:55:03,272,"2,800"
2025/12/05,12:55:02,272,100
2025/12/05,12:55:02,272,100
2025/12/05,12:55:02,272,100
2025/12/05,12:55:00,271,800
2025/12/05,12:54:59,271,100
2025/12/05,12:54:59,271,800
2025/12/05,12:54:59,271,"1,700"
2025/12/05,12:54:59,271,800
2025/12/05,12:54:57,271,100
2025/12/05,12:54:45,270,"2,200"
2025/12/05,12:54:45,270,800
2025/12/05,12:54:40,270,"18,300"
2025/12/05,12:54:40,270,400
2025/12/05,12:54:31,270,100
2025/12/05,12:54:17,270,100
2025/12/05,12:53:47,269,300
2025/12/05,12:53:47,269,200
2025/12/05,12:53:44,269,100
2025/12/05,12:53:31,269,100
2025/12/05,12:53:31,269,100
2025/12/05,12:53:31,269,"1,000"
2025/12/05,12:53:31,269,100
2025/12/05,12:53:31,269,100
2025/12/05,12:53:30,269,100
2025/12/05,12:53:30,269,100
2025/12/05,12:53:25,269,"3,900"
2025/12/05,12:53:19,268,"3,400"
2025/12/05,12:53:06,267,300
2025/12/05,12:53:00,267,100
2025/12/05,12:52:57,267,100
2025/12/05,12:52:56,267,"1,000"
2025/12/05,12:52:54,267,200
2025/12/05,12:52:36,267,500
2025/12/05,12:52:32,266,900
2025/12/05,12:52:32,266,100
2025/12/05,12:52:32,266,"1,700"
2025/12/05,12:52:27,266,100
2025/12/05,12:52:24,266,100
2025/12/05,12:52:24,266,900
2025/12/05,12:52:22,266,300
2025/12/05,12:52:22,266,100
2025/12/05,12:52:19,266,100
2025/12/05,12:52:19,266,200
2025/12/05,12:52:11,266,300
2025/12/05,12:52:08,266,200
2025/12/05,12:52:08,266,"2,500"
2025/12/05,12:52:00,267,100
2025/12/05,12:51:58,266,200
2025/12/05,12:51:50,266,100
2025/12/05,12:51:16,266,100
2025/12/05,12:51:09,267,200
2025/12/05,12:50:54,266,600
2025/12/05,12:50:44,266,100
2025/12/05,12:50:40,266,100
2025/12/05,12:50:40,266,300
2025/12/05,12:50:39,266,100
2025/12/05,12:50:38,266,300
2025/12/05,12:50:35,266,400
2025/12/05,12:50:24,266,200
2025/12/05,12:50:16,266,100
2025/12/05,12:50:11,266,"2,000"
2025/12/05,12:50:07,267,200
2025/12/05,12:50:07,267,"1,300"
2025/12/05,12:50:03,267,300
2025/12/05,12:50:00,268,100
2025/12/05,12:49:59,268,100
2025/12/05,12:49:58,267,100
2025/12/05,12:49:56,267,100
2025/12/05,12:49:50,267,100
2025/12/05,12:49:49,266,100
2025/12/05,12:49:44,266,100
2025/12/05,12:49:38,267,100
2025/12/05,12:49:37,267,"1,000"
2025/12/05,12:49:35,266,100
2025/12/05,12:49:31,266,"1,400"
2025/12/05,12:49:31,266,"1,900"
2025/12/05,12:49:13,266,100
2025/12/05,12:49:13,266,"1,900"
2025/12/05,12:49:13,265,"2,200"
2025/12/05,12:49:06,264,400
2025/12/05,12:48:50,265,200
2025/12/05,12:48:46,265,100
2025/12/05,12:48:45,264,500
2025/12/05,12:48:26,263,300
2025/12/05,12:48:26,264,100
2025/12/05,12:48:17,265,100
2025/12/05,12:48:17,264,100
2025/12/05,12:48:14,265,"1,500"
2025/12/05,12:48:13,264,100
2025/12/05,12:48:05,264,100
2025/12/05,12:47:59,265,100
2025/12/05,12:47:59,264,"1,000"
2025/12/05,12:47:45,264,100
2025/12/05,12:47:43,262,700
2025/12/05,12:47:43,263,500
2025/12/05,12:47:37,263,100
2025/12/05,12:47:35,263,200
2025/12/05,12:47:32,263,100
2025/12/05,12:47:32,263,200
2025/12/05,12:47:30,262,100
2025/12/05,12:47:30,263,300
2025/12/05,12:47:27,262,500
2025/12/05,12:47:27,263,"1,000"
2025/12/05,12:47:17,263,100
2025/12/05,12:47:00,263,"6,900"
2025/12/05,12:46:44,263,100
2025/12/05,12:46:32,263,100
2025/12/05,12:46:32,263,"1,000"
2025/12/05,12:46:30,262,300
2025/12/05,12:46:15,263,100
2025/12/05,12:45:52,263,100
2025/12/05,12:45:50,262,600
2025/12/05,12:45:37,263,100
2025/12/05,12:45:35,263,300
2025/12/05,12:45:35,263,200
2025/12/05,12:45:35,263,"2,500"
2025/12/05,12:45:31,263,100
2025/12/05,12:45:31,264,200
2025/12/05,12:45:29,264,"2,100"
2025/12/05,12:45:18,264,900
2025/12/05,12:45:15,263,100
2025/12/05,12:45:15,263,200
2025/12/05,12:45:05,263,400
2025/12/05,12:44:55,262,200
2025/12/05,12:44:55,263,200
2025/12/05,12:44:55,264,100
2025/12/05,12:44:53,263,400
2025/12/05,12:44:50,263,100
2025/12/05,12:44:47,263,"2,000"
2025/12/05,12:44:31,262,900
2025/12/05,12:44:24,261,300
2025/12/05,12:44:24,262,200
2025/12/05,12:44:23,261,500
2025/12/05,12:44:23,262,"1,500"
2025/12/05,12:44:16,263,200
2025/12/05,12:44:16,263,100
2025/12/05,12:44:11,263,100
2025/12/05,12:44:10,263,700
2025/12/05,12:44:06,263,200
2025/12/05,12:44:06,262,100
2025/12/05,12:44:06,262,"3,600"
2025/12/05,12:44:00,263,"1,500"
2025/12/05,12:44:00,264,100
2025/12/05,12:43:59,264,100
2025/12/05,12:43:59,264,200
2025/12/05,12:43:56,264,100
2025/12/05,12:43:51,264,"1,000"
2025/12/05,12:43:49,264,100
2025/12/05,12:43:29,265,200
2025/12/05,12:43:28,265,100
2025/12/05,12:43:25,266,500
2025/12/05,12:43:25,265,500
2025/12/05,12:43:22,263,100
2025/12/05,12:43:22,265,"1,400"
2025/12/05,12:43:20,264,300
2025/12/05,12:43:07,263,"1,700"
2025/12/05,12:42:56,263,100
2025/12/05,12:42:52,263,100
2025/12/05,12:42:51,263,"6,700"
2025/12/05,12:42:45,262,200
2025/12/05,12:42:45,262,100
2025/12/05,12:42:43,262,100
2025/12/05,12:42:38,262,300
2025/12/05,12:42:36,262,800
2025/12/05,12:42:34,262,400
2025/12/05,12:42:34,262,200
2025/12/05,12:42:34,262,100
2025/12/05,12:42:31,262,"1,000"
2025/12/05,12:42:28,262,700
2025/12/05,12:42:28,262,"1,200"
2025/12/05,12:42:16,263,500
2025/12/05,12:42:14,262,700
2025/12/05,12:42:06,263,100
2025/12/05,12:42:05,263,700
2025/12/05,12:42:03,263,200
2025/12/05,12:42:03,263,200
2025/12/05,12:42:03,262,100
2025/12/05,12:42:03,263,"2,700"
2025/12/05,12:42:00,264,100
2025/12/05,12:42:00,264,200
2025/12/05,12:41:53,263,600
2025/12/05,12:41:53,263,100
2025/12/05,12:41:52,264,900
2025/12/05,12:41:50,264,100
2025/12/05,12:41:36,264,100
2025/12/05,12:41:36,265,100
2025/12/05,12:41:36,265,200
2025/12/05,12:41:36,265,100
2025/12/05,12:41:36,265,200
2025/12/05,12:41:36,265,400
2025/12/05,12:41:36,264,"1,300"
2025/12/05,12:41:36,264,200
2025/12/05,12:41:35,264,100
2025/12/05,12:41:28,264,300
2025/12/05,12:41:23,265,"3,000"
2025/12/05,12:41:23,265,500
2025/12/05,12:41:06,265,"1,400"
2025/12/05,12:40:46,266,400
2025/12/05,12:40:36,265,400
2025/12/05,12:40:35,265,100
2025/12/05,12:40:34,266,700
2025/12/05,12:40:34,266,100
2025/12/05,12:40:34,266,700
2025/12/05,12:40:34,265,100
2025/12/05,12:40:25,266,100
2025/12/05,12:40:19,266,100
2025/12/05,12:40:19,266,900
2025/12/05,12:40:16,266,100
2025/12/05,12:40:11,267,100
2025/12/05,12:40:06,267,600
2025/12/05,12:39:59,267,200
2025/12/05,12:39:59,267,200
2025/12/05,12:39:56,265,"3,200"
2025/12/05,12:39:56,265,"3,900"
2025/12/05,12:39:56,266,200
2025/12/05,12:39:55,266,"1,500"
2025/12/05,12:39:55,267,700
2025/12/05,12:39:53,267,200
2025/12/05,12:39:46,267,300
2025/12/05,12:39:45,268,"1,500"
2025/12/05,12:39:42,269,400
2025/12/05,12:39:34,269,200
2025/12/05,12:39:34,269,"1,500"
2025/12/05,12:39:29,269,100
2025/12/05,12:39:22,269,100
2025/12/05,12:39:21,270,100
2025/12/05,12:39:20,270,100
2025/12/05,12:39:05,270,100
2025/12/05,12:39:05,270,"1,000"
2025/12/05,12:39:04,270,500
2025/12/05,12:39:04,270,300
2025/12/05,12:39:03,271,300
2025/12/05,12:39:01,271,100
2025/12/05,12:38:59,271,"1,000"
2025/12/05,12:38:59,271,300
2025/12/05,12:38:59,272,100
2025/12/05,12:38:47,271,300
2025/12/05,12:38:45,272,100
2025/12/05,12:38:45,271,300
2025/12/05,12:38:37,271,500
2025/12/05,12:38:37,271,500
2025/12/05,12:38:35,271,"1,000"
2025/12/05,12:38:33,270,100
2025/12/05,12:38:33,271,"1,300"
2025/12/05,12:38:33,271,800
2025/12/05,12:38:31,271,900
2025/12/05,12:38:29,270,100
2025/12/05,12:38:26,270,300
2025/12/05,12:38:20,269,200
2025/12/05,12:38:18,270,100
2025/12/05,12:38:18,270,100
2025/12/05,12:38:18,270,100
2025/12/05,12:38:18,270,900
2025/12/05,12:38:17,270,"1,000"
2025/12/05,12:38:17,270,500
2025/12/05,12:38:10,269,100
2025/12/05,12:38:09,269,"2,300"
2025/12/05,12:38:09,268,"2,400"
2025/12/05,12:38:09,268,100
2025/12/05,12:37:48,268,400
2025/12/05,12:37:42,268,400
2025/12/05,12:37:42,267,100
2025/12/05,12:37:42,267,400
2025/12/05,12:37:41,266,100
2025/12/05,12:37:41,266,"1,000"
2025/12/05,12:37:37,265,100
2025/12/05,12:37:31,265,"1,000"
2025/12/05,12:37:31,265,200
2025/12/05,12:37:31,265,700
2025/12/05,12:37:26,264,300
2025/12/05,12:37:26,264,700
2025/12/05,12:37:24,265,200
2025/12/05,12:37:24,265,500
2025/12/05,12:37:14,264,"1,400"
2025/12/05,12:37:07,263,900
2025/12/05,12:37:07,264,100
2025/12/05,12:37:06,265,200
2025/12/05,12:37:06,265,900
2025/12/05,12:37:05,264,200
2025/12/05,12:37:05,263,"2,100"
2025/12/05,12:37:05,264,100
2025/12/05,12:37:02,264,100
2025/12/05,12:37:01,264,"3,700"
2025/12/05,12:37:00,262,400
2025/12/05,12:36:58,263,400
2025/12/05,12:36:58,263,"1,000"
2025/12/05,12:36:54,264,200
2025/12/05,12:36:54,264,100
2025/12/05,12:36:51,264,"1,000"
2025/12/05,12:36:50,265,200
2025/12/05,12:36:50,264,500
2025/12/05,12:36:49,265,200
2025/12/05,12:36:48,265,"1,200"
2025/12/05,12:36:48,265,"1,000"
2025/12/05,12:36:47,265,100
2025/12/05,12:36:46,265,100
2025/12/05,12:36:46,265,800
2025/12/05,12:36:46,265,200
2025/12/05,12:36:45,265,900
2025/12/05,12:36:45,265,"1,200"
2025/12/05,12:36:44,264,100
2025/12/05,12:36:43,265,400
2025/12/05,12:36:41,265,100
2025/12/05,12:36:37,264,"1,000"
2025/12/05,12:36:37,265,100
2025/12/05,12:36:36,264,800
2025/12/05,12:36:36,265,700
2025/12/05,12:36:34,265,200
2025/12/05,12:36:34,265,300
2025/12/05,12:36:32,265,"1,200"
2025/12/05,12:36:32,266,600
2025/12/05,12:36:31,266,"1,000"
2025/12/05,12:36:24,265,"4,400"
2025/12/05,12:36:24,266,300
2025/12/05,12:36:14,266,100
2025/12/05,12:36:14,267,900
2025/12/05,12:36:14,267,100
2025/12/05,12:36:08,267,"1,200"
2025/12/05,12:36:07,268,400
2025/12/05,12:36:04,266,100
2025/12/05,12:36:02,266,100
2025/12/05,12:36:01,267,500
2025/12/05,12:35:57,268,100
2025/12/05,12:35:56,267,100
2025/12/05,12:35:55,266,"1,000"
2025/12/05,12:35:55,267,400
2025/12/05,12:35:55,267,200
2025/12/05,12:35:53,266,300
2025/12/05,12:35:51,266,"1,000"
2025/12/05,12:35:43,266,100
2025/12/05,12:35:43,266,"1,500"
2025/12/05,12:35:43,267,400
2025/12/05,12:35:43,268,"1,800"
2025/12/05,12:35:40,268,400
2025/12/05,12:35:40,268,300
2025/12/05,12:35:38,269,900
2025/12/05,12:35:35,270,300
2025/12/05,12:35:25,270,100
2025/12/05,12:35:25,270,900
2025/12/05,12:35:25,270,100
2025/12/05,12:35:19,270,100
2025/12/05,12:35:11,271,100
2025/12/05,12:35:11,270,100
2025/12/05,12:35:11,270,900
2025/12/05,12:35:04,270,200
2025/12/05,12:35:04,269,500
2025/12/05,12:35:04,271,200
2025/12/05,12:35:04,270,"5,700"
2025/12/05,12:35:04,270,"1,000"
2025/12/05,12:35:02,270,"3,500"
2025/12/05,12:34:38,270,300
2025/12/05,12:34:34,270,800
2025/12/05,12:34:34,270,600
2025/12/05,12:34:31,271,200
2025/12/05,12:34:24,271,400
2025/12/05,12:34:08,271,100
2025/12/05,12:34:03,271,200
2025/12/05,12:33:57,270,500
2025/12/05,12:33:57,271,100
2025/12/05,12:33:56,270,300
2025/12/05,12:33:55,271,500
2025/12/05,12:33:55,271,800
2025/12/05,12:33:52,272,200
2025/12/05,12:33:51,273,200
2025/12/05,12:33:51,272,"2,800"
2025/12/05,12:33:51,273,100
2025/12/05,12:33:44,274,100
2025/12/05,12:33:44,273,200
2025/12/05,12:33:44,273,800
2025/12/05,12:33:44,273,200
2025/12/05,12:33:44,273,100
2025/12/05,12:33:44,273,400
2025/12/05,12:33:32,272,300
2025/12/05,12:33:30,273,400
2025/12/05,12:33:22,272,100
2025/12/05,12:33:21,274,200
2025/12/05,12:33:20,274,400
2025/12/05,12:33:20,273,"2,500"
2025/12/05,12:33:10,272,100
2025/12/05,12:33:04,274,500
2025/12/05,12:33:04,273,"2,800"
2025/12/05,12:33:04,271,300
2025/12/05,12:33:04,273,"4,300"
2025/12/05,12:33:04,272,"1,100"
2025/12/05,12:33:04,271,500
2025/12/05,12:33:02,272,100
2025/12/05,12:33:01,272,100
2025/12/05,12:32:50,272,600
2025/12/05,12:32:46,273,200
2025/12/05,12:32:46,271,"2,900"
2025/12/05,12:32:46,271,"2,100"
2025/12/05,12:32:45,271,500
2025/12/05,12:32:42,270,300
2025/12/05,12:32:42,271,100
2025/12/05,12:32:40,271,300
2025/12/05,12:32:39,270,200
2025/12/05,12:32:38,270,100
2025/12/05,12:32:37,270,200
2025/12/05,12:32:34,270,300
2025/12/05,12:32:33,271,200
2025/12/05,12:32:33,270,700
2025/12/05,12:32:33,273,100
2025/12/05,12:32:33,270,"3,700"
2025/12/05,12:32:33,271,"4,400"
2025/12/05,12:32:32,272,800
2025/12/05,12:32:31,274,100
2025/12/05,12:32:31,273,600
2025/12/05,12:32:31,274,"1,700"
2025/12/05,12:32:31,274,400
2025/12/05,12:32:27,274,100
2025/12/05,12:32:27,273,400
2025/12/05,12:32:27,273,"1,000"
2025/12/05,12:32:26,273,100
2025/12/05,12:32:25,272,400
2025/12/05,12:32:25,271,"1,000"
2025/12/05,12:32:19,272,100
2025/12/05,12:32:19,272,400
2025/12/05,12:32:10,272,100
2025/12/05,12:32:10,270,400
2025/12/05,12:32:10,270,600
2025/12/05,12:32:08,273,200
2025/12/05,12:32:08,273,800
2025/12/05,12:32:08,272,"1,900"
2025/12/05,12:32:08,271,"1,300"
2025/12/05,12:32:08,270,700
2025/12/05,12:32:05,269,100
2025/12/05,12:32:04,269,500
2025/12/05,12:32:02,270,100
2025/12/05,12:32:02,270,"1,300"
2025/12/05,12:31:59,268,500
2025/12/05,12:31:57,269,100
2025/12/05,12:31:57,267,100
2025/12/05,12:31:56,269,200
2025/12/05,12:31:56,268,300
2025/12/05,12:31:55,267,300
2025/12/05,12:31:54,267,100
2025/12/05,12:31:52,264,200
2025/12/05,12:31:52,265,200
2025/12/05,12:31:52,267,300
2025/12/05,12:31:52,264,300
2025/12/05,12:31:52,264,"2,000"
2025/12/05,12:31:52,265,800
2025/12/05,12:31:52,266,200
2025/12/05,12:31:52,265,"2,400"
2025/12/05,12:31:52,266,"2,100"
2025/12/05,12:31:52,267,500
2025/12/05,12:31:52,268,"3,900"
2025/12/05,12:31:52,269,600
2025/12/05,12:31:47,269,100
2025/12/05,12:31:47,270,100
2025/12/05,12:31:46,269,100
2025/12/05,12:31:44,269,"1,100"
2025/12/05,12:31:44,269,200
2025/12/05,12:31:44,268,100
2025/12/05,12:31:44,268,100
2025/12/05,12:31:43,267,400
2025/12/05,12:31:42,268,800
2025/12/05,12:31:41,270,100
2025/12/05,12:31:41,270,"1,000"
2025/12/05,12:31:40,270,"1,000"
2025/12/05,12:31:39,270,100
2025/12/05,12:31:39,270,100
2025/12/05,12:31:38,270,100
2025/12/05,12:31:38,270,100
2025/12/05,12:31:38,269,"1,400"
2025/12/05,12:31:38,270,"5,000"
2025/12/05,12:31:34,271,"3,100"
2025/12/05,12:31:33,271,300
2025/12/05,12:31:33,273,100
2025/12/05,12:31:33,272,200
2025/12/05,12:31:33,271,200
2025/12/05,12:31:33,271,100
2025/12/05,12:31:32,271,200
2025/12/05,12:31:32,271,300
2025/12/05,12:31:32,272,100
2025/12/05,12:31:31,271,"1,200"
2025/12/05,12:31:30,272,100
2025/12/05,12:31:30,271,"1,100"
2025/12/05,12:31:30,271,100
2025/12/05,12:31:28,271,200
2025/12/05,12:31:28,272,200
2025/12/05,12:31:28,272,300
2025/12/05,12:31:27,271,200
2025/12/05,12:31:27,273,200
2025/12/05,12:31:27,272,100
2025/12/05,12:31:27,272,300
2025/12/05,12:31:27,272,"1,500"
2025/12/05,12:31:26,271,"1,500"
2025/12/05,12:31:26,271,400
2025/12/05,12:31:26,271,"1,000"
2025/12/05,12:31:25,270,"1,000"
2025/12/05,12:31:24,271,"1,900"
2025/12/05,12:31:24,270,"1,000"
2025/12/05,12:31:24,270,100
2025/12/05,12:31:23,270,500
2025/12/05,12:31:23,271,100
2025/12/05,12:31:21,270,300
2025/12/05,12:31:21,271,100
2025/12/05,12:31:20,271,200
2025/12/05,12:31:20,270,300
2025/12/05,12:31:17,270,500
2025/12/05,12:31:16,270,900
2025/12/05,12:31:15,270,100
2025/12/05,12:31:14,269,800
2025/12/05,12:31:14,269,500
2025/12/05,12:31:14,269,100
2025/12/05,12:31:14,268,"6,700"
2025/12/05,12:31:14,268,"4,000"
2025/12/05,12:31:07,267,100
2025/12/05,12:31:05,267,400
2025/12/05,12:31:03,267,300
2025/12/05,12:31:03,267,100
2025/12/05,12:31:01,267,300
2025/12/05,12:30:59,266,100
2025/12/05,12:30:58,267,100
2025/12/05,12:30:57,266,"1,700"
2025/12/05,12:30:57,266,100
2025/12/05,12:30:57,266,200
2025/12/05,12:30:56,266,100
2025/12/05,12:30:55,265,500
2025/12/05,12:30:55,265,100
2025/12/05,12:30:54,265,300
2025/12/05,12:30:51,266,700
2025/12/05,12:30:47,266,200
2025/12/05,12:30:47,265,"2,500"
2025/12/05,12:30:46,266,300
2025/12/05,12:30:45,266,100
2025/12/05,12:30:45,266,100
2025/12/05,12:30:41,266,100
2025/12/05,12:30:41,266,200
2025/12/05,12:30:41,266,100
2025/12/05,12:30:40,266,100
2025/12/05,12:30:37,266,200
2025/12/05,12:30:37,265,"2,600"
2025/12/05,12:30:37,265,500
2025/12/05,12:30:34,265,100
2025/12/05,12:30:34,264,"2,700"
2025/12/05,12:30:32,264,100
2025/12/05,12:30:31,263,300
2025/12/05,12:30:30,263,100
2025/12/05,12:30:21,263,400
2025/12/05,12:30:21,263,200
2025/12/05,12:30:21,263,400
2025/12/05,12:30:13,264,100
2025/12/05,12:30:12,263,500
2025/12/05,12:30:12,263,700
2025/12/05,12:30:09,264,300
2025/12/05,12:30:09,264,600
2025/12/05,12:30:01,264,200
2025/12/05,12:30:00,264,"3,500"
2025/12/05,12:30:00,264,100
2025/12/05,12:30:00,264,500
2025/12/05,12:30:00,263,700
2025/12/05,12:30:00,263,"2,200"
2025/12/05,12:30:00,262,100
2025/12/05,12:30:00,262,700
2025/12/05,12:30:00,262,"8,000"
2025/12/05,12:30:00,261,"41,100"
2025/12/05,11:30:00,260,"17,100"
2025/12/05,11:29:59,264,100
2025/12/05,11:29:59,262,"1,000"
2025/12/05,11:29:59,262,200
2025/12/05,11:29:58,263,200
2025/12/05,11:29:55,262,400
2025/12/05,11:29:55,263,400
2025/12/05,11:29:55,264,"1,200"
2025/12/05,11:29:55,265,200
2025/12/05,11:29:54,262,"1,500"
2025/12/05,11:29:54,263,"1,400"
2025/12/05,11:29:54,264,100
2025/12/05,11:29:53,266,800
2025/12/05,11:29:53,265,200
2025/12/05,11:29:49,264,400
2025/12/05,11:29:49,264,200
2025/12/05,11:29:48,263,100
2025/12/05,11:29:45,263,"1,900"
2025/12/05,11:29:45,264,100
2025/12/05,11:29:43,265,500
2025/12/05,11:29:43,265,500
2025/12/05,11:29:43,264,100
2025/12/05,11:29:38,264,400
2025/12/05,11:29:38,264,800
2025/12/05,11:29:38,266,"3,200"
2025/12/05,11:29:38,266,100
2025/12/05,11:29:38,264,100
2025/12/05,11:29:33,265,600
2025/12/05,11:29:33,264,"1,000"
2025/12/05,11:29:30,264,100
2025/12/05,11:29:28,265,500
2025/12/05,11:29:28,266,100
2025/12/05,11:29:25,267,"1,100"
2025/12/05,11:29:25,266,100
2025/12/05,11:29:25,266,600
2025/12/05,11:29:19,266,100
2025/12/05,11:29:19,265,200
2025/12/05,11:29:18,265,100
2025/12/05,11:29:18,264,200
2025/12/05,11:29:18,264,200
2025/12/05,11:29:18,265,100
2025/12/05,11:29:17,265,100
2025/12/05,11:29:17,265,100
2025/12/05,11:29:17,265,200
2025/12/05,11:29:16,263,400
2025/12/05,11:29:16,263,200
2025/12/05,11:29:15,265,200
2025/12/05,11:29:15,265,100
2025/12/05,11:29:14,265,"1,700"
2025/12/05,11:29:14,264,100
2025/12/05,11:29:14,263,"1,000"
2025/12/05,11:29:14,265,300
2025/12/05,11:29:13,264,300
2025/12/05,11:29:12,263,200
2025/12/05,11:29:12,263,300
2025/12/05,11:29:11,263,200
2025/12/05,11:29:10,262,100
2025/12/05,11:29:09,262,200
2025/12/05,11:29:09,263,100
2025/12/05,11:29:09,263,200
2025/12/05,11:29:08,262,900
2025/12/05,11:29:08,263,"1,200"
2025/12/05,11:29:08,264,100
2025/12/05,11:29:08,265,600
2025/12/05,11:29:08,264,200
2025/12/05,11:29:07,264,100
2025/12/05,11:29:06,263,"1,900"
2025/12/05,11:29:05,263,100
2025/12/05,11:29:03,264,100
2025/12/05,11:29:03,264,100
2025/12/05,11:29:02,264,100
2025/12/05,11:29:00,265,100
2025/12/05,11:28:56,265,300
2025/12/05,11:28:55,265,500
2025/12/05,11:28:54,264,500
2025/12/05,11:28:54,264,800
2025/12/05,11:28:54,265,"5,200"
2025/12/05,11:28:54,266,100
2025/12/05,11:28:54,265,"1,000"
2025/12/05,11:28:54,266,"2,000"
2025/12/05,11:28:54,267,"2,000"
2025/12/05,11:28:49,268,100
2025/12/05,11:28:48,267,"1,400"
2025/12/05,11:28:46,269,500
2025/12/05,11:28:46,268,500
2025/12/05,11:28:45,269,300
2025/12/05,11:28:42,268,100
2025/12/05,11:28:42,268,400
2025/12/05,11:28:35,269,600
2025/12/05,11:28:35,268,500
2025/12/05,11:28:33,268,100
2025/12/05,11:28:28,270,900
2025/12/05,11:28:28,269,100
2025/12/05,11:28:27,269,300
2025/12/05,11:28:27,269,200
2025/12/05,11:28:25,270,700
2025/12/05,11:28:25,269,"1,200"
2025/12/05,11:28:25,268,200
2025/12/05,11:28:25,268,"1,100"
2025/12/05,11:28:25,267,700
2025/12/05,11:28:23,267,500
2025/12/05,11:28:23,267,"1,000"
2025/12/05,11:28:21,267,100
2025/12/05,11:28:19,268,100
2025/12/05,11:28:17,269,100
2025/12/05,11:28:17,269,100
2025/12/05,11:28:16,269,100
2025/12/05,11:28:14,269,100
2025/12/05,11:28:14,268,100
2025/12/05,11:28:13,267,300
2025/12/05,11:28:12,269,100
2025/12/05,11:28:10,267,100
2025/12/05,11:28:10,266,100
2025/12/05,11:28:10,266,"3,600"
2025/12/05,11:28:10,266,400
2025/12/05,11:28:10,267,600
2025/12/05,11:28:10,266,100
2025/12/05,11:28:08,263,100
2025/12/05,11:28:07,264,500
2025/12/05,11:28:07,272,400
2025/12/05,11:28:07,271,"2,000"
2025/12/05,11:28:07,270,"1,700"
2025/12/05,11:28:07,269,300
2025/12/05,11:28:07,268,200
2025/12/05,11:28:07,267,500
2025/12/05,11:28:07,267,"9,400"
2025/12/05,11:28:07,267,600
2025/12/05,11:28:07,266,800
2025/12/05,11:28:07,265,300
2025/12/05,11:28:06,264,400
2025/12/05,11:28:04,263,500
2025/12/05,11:28:04,263,500
2025/12/05,11:28:04,263,100
2025/12/05,11:28:03,264,300
2025/12/05,11:28:03,262,"1,800"
2025/12/05,11:28:03,262,"1,100"
2025/12/05,11:28:03,263,"1,400"
2025/12/05,11:28:02,265,300
2025/12/05,11:28:02,264,100
2025/12/05,11:28:02,262,"3,900"
2025/12/05,11:28:02,263,700
2025/12/05,11:28:02,264,200
2025/12/05,11:28:02,264,400
2025/12/05,11:28:00,264,"2,500"
2025/12/05,11:27:59,262,"2,000"
2025/12/05,11:27:59,263,"1,500"
2025/12/05,11:27:59,264,500
2025/12/05,11:27:58,263,400
2025/12/05,11:27:58,264,100
2025/12/05,11:27:58,264,500
2025/12/05,11:27:56,263,"2,700"
2025/12/05,11:27:54,265,400
2025/12/05,11:27:54,264,500
2025/12/05,11:27:53,264,300
2025/12/05,11:27:52,262,700
2025/12/05,11:27:52,263,"2,200"
2025/12/05,11:27:52,264,600
2025/12/05,11:27:52,265,500
2025/12/05,11:27:52,265,800
2025/12/05,11:27:52,266,100
2025/12/05,11:27:52,267,400
2025/12/05,11:27:52,266,100
2025/12/05,11:27:52,265,200
2025/12/05,11:27:51,268,"6,000"
2025/12/05,11:27:51,268,"2,800"
2025/12/05,11:27:51,267,"1,100"
2025/12/05,11:27:51,266,100
2025/12/05,11:27:50,266,900
2025/12/05,11:27:49,265,100
2025/12/05,11:27:48,266,500
2025/12/05,11:27:48,266,200
2025/12/05,11:27:48,266,300
2025/12/05,11:27:47,265,"1,000"
2025/12/05,11:27:47,265,300
2025/12/05,11:27:47,266,300
2025/12/05,11:27:44,266,100
2025/12/05,11:27:43,264,800
2025/12/05,11:27:43,265,100
2025/12/05,11:27:42,266,100
2025/12/05,11:27:41,263,100
2025/12/05,11:27:41,263,"1,000"
2025/12/05,11:27:41,263,100
2025/12/05,11:27:41,263,"2,500"
2025/12/05,11:27:41,264,500
2025/12/05,11:27:41,264,"1,100"
2025/12/05,11:27:41,265,"4,300"
2025/12/05,11:27:41,265,"1,000"
2025/12/05,11:27:41,265,300
