日付,時間 ,約定値,出来高
2025/12/05,15:11:18,254,"2,000"
2025/12/05,15:11:18,255,200
2025/12/05,15:11:13,255,500
2025/12/05,15:11:12,255,"1,300"
2025/12/05,15:11:06,255,400
2025/12/05,15:11:05,254,800
2025/12/05,15:11:03,254,100
2025/12/05,15:10:59,254,100
2025/12/05,15:10:58,254,100
2025/12/05,15:10:57,254,"5,000"
2025/12/05,15:10:57,253,100
2025/12/05,15:10:53,252,"3,300"
2025/12/05,15:10:53,253,"1,000"
2025/12/05,15:10:53,254,"4,700"
2025/12/05,15:10:53,255,100
2025/12/05,15:10:51,255,400
2025/12/05,15:10:49,255,100
2025/12/05,15:10:49,254,100
2025/12/05,15:10:45,253,"1,800"
2025/12/05,15:10:45,254,700
2025/12/05,15:10:44,255,300
2025/12/05,15:10:44,255,100
2025/12/05,15:10:28,253,"1,000"
2025/12/05,15:10:28,254,"1,600"
2025/12/05,15:10:26,254,"2,400"
2025/12/05,15:10:26,255,600
2025/12/05,15:10:26,255,200
2025/12/05,15:10:26,255,"4,300"
2025/12/05,15:10:26,256,"1,500"
2025/12/05,15:10:11,256,"2,200"
2025/12/05,15:10:10,256,100
2025/12/05,15:10:10,257,"4,000"
2025/12/05,15:10:10,258,500
2025/12/05,15:09:57,259,"2,700"
2025/12/05,15:09:57,258,100
2025/12/05,15:09:47,258,900
2025/12/05,15:09:47,259,"2,900"
2025/12/05,15:09:42,259,"1,200"
2025/12/05,15:09:35,260,"2,000"
2025/12/05,15:09:35,259,"3,400"
2025/12/05,15:09:10,260,300
2025/12/05,15:09:10,260,700
2025/12/05,15:09:08,260,100
2025/12/05,15:09:07,260,700
2025/12/05,15:09:07,260,900
2025/12/05,15:08:39,260,"2,700"
2025/12/05,15:08:28,259,600
2025/12/05,15:08:26,259,400
2025/12/05,15:08:08,259,"2,000"
2025/12/05,15:08:04,260,800
2025/12/05,15:07:59,260,100
2025/12/05,15:07:54,259,100
2025/12/05,15:07:53,260,900
2025/12/05,15:07:47,261,400
2025/12/05,15:07:45,261,300
2025/12/05,15:07:44,260,200
2025/12/05,15:07:43,260,100
2025/12/05,15:07:37,260,"2,000"
2025/12/05,15:07:37,259,100
2025/12/05,15:07:37,258,400
2025/12/05,15:07:37,259,900
2025/12/05,15:07:17,260,500
2025/12/05,15:07:12,259,800
2025/12/05,15:07:12,259,500
2025/12/05,15:07:09,259,600
2025/12/05,15:07:09,258,200
2025/12/05,15:07:09,258,200
2025/12/05,15:07:04,257,200
2025/12/05,15:07:03,257,100
2025/12/05,15:07:03,258,"1,300"
2025/12/05,15:06:56,259,900
2025/12/05,15:06:56,259,100
2025/12/05,15:06:55,259,200
2025/12/05,15:06:48,259,600
2025/12/05,15:06:48,259,"1,400"
2025/12/05,15:06:41,259,100
2025/12/05,15:06:25,259,500
2025/12/05,15:06:25,260,"1,800"
2025/12/05,15:06:25,260,"3,200"
2025/12/05,15:06:25,260,500
2025/12/05,15:06:08,261,300
2025/12/05,15:06:02,262,100
2025/12/05,15:05:57,262,700
2025/12/05,15:05:54,261,500
2025/12/05,15:05:37,261,"3,200"
2025/12/05,15:05:37,261,100
2025/12/05,15:05:26,261,600
2025/12/05,15:05:25,261,100
2025/12/05,15:05:25,261,100
2025/12/05,15:05:23,261,100
2025/12/05,15:05:21,261,700
2025/12/05,15:05:16,261,400
2025/12/05,15:05:15,261,100
2025/12/05,15:05:02,261,300
2025/12/05,15:05:00,262,600
2025/12/05,15:04:59,261,200
2025/12/05,15:04:33,261,400
2025/12/05,15:04:33,261,"1,500"
2025/12/05,15:04:31,262,100
2025/12/05,15:04:27,261,200
2025/12/05,15:04:27,261,200
2025/12/05,15:04:21,262,500
2025/12/05,15:04:20,261,100
2025/12/05,15:04:19,261,"1,000"
2025/12/05,15:04:19,262,300
2025/12/05,15:04:08,262,300
2025/12/05,15:04:08,262,200
2025/12/05,15:04:04,262,100
2025/12/05,15:04:01,262,100
2025/12/05,15:04:00,263,"2,000"
2025/12/05,15:04:00,262,"1,000"
2025/12/05,15:03:32,263,700
2025/12/05,15:03:32,263,"2,900"
2025/12/05,15:03:32,262,"1,400"
2025/12/05,15:03:22,262,200
2025/12/05,15:03:22,262,"2,000"
2025/12/05,15:03:19,261,200
2025/12/05,15:03:18,261,700
2025/12/05,15:03:16,261,100
2025/12/05,15:03:15,261,600
2025/12/05,15:03:04,262,200
2025/12/05,15:03:03,261,400
2025/12/05,15:03:00,263,100
2025/12/05,15:03:00,262,400
2025/12/05,15:02:59,261,800
2025/12/05,15:02:59,261,200
2025/12/05,15:02:58,261,500
2025/12/05,15:02:54,260,"5,000"
2025/12/05,15:02:52,260,400
2025/12/05,15:02:51,260,600
2025/12/05,15:02:48,260,400
2025/12/05,15:02:48,260,"4,000"
2025/12/05,15:02:47,259,900
2025/12/05,15:02:47,259,"1,000"
2025/12/05,15:02:45,258,"3,400"
2025/12/05,15:02:45,257,900
2025/12/05,15:02:37,256,400
2025/12/05,15:02:30,255,700
2025/12/05,15:02:26,255,100
2025/12/05,15:02:12,256,100
2025/12/05,15:02:10,257,"1,200"
2025/12/05,15:02:10,257,"2,100"
2025/12/05,15:02:10,256,700
2025/12/05,15:02:08,255,"1,500"
2025/12/05,15:02:08,255,500
2025/12/05,15:02:06,255,800
2025/12/05,15:02:02,256,300
2025/12/05,15:02:02,256,100
2025/12/05,15:02:00,255,400
2025/12/05,15:01:58,257,300
2025/12/05,15:01:58,256,500
2025/12/05,15:01:58,256,"2,600"
2025/12/05,15:01:58,255,900
2025/12/05,15:01:51,255,300
2025/12/05,15:01:51,255,"1,900"
2025/12/05,15:01:49,255,100
2025/12/05,15:01:49,255,400
2025/12/05,15:01:40,255,300
2025/12/05,15:01:40,255,100
2025/12/05,15:01:37,255,600
2025/12/05,15:01:37,254,"2,300"
2025/12/05,15:01:35,253,100
2025/12/05,15:01:34,254,200
2025/12/05,15:01:33,253,"1,900"
2025/12/05,15:01:33,253,"5,500"
2025/12/05,15:01:33,254,100
2025/12/05,15:01:33,255,"3,000"
2025/12/05,15:01:33,254,800
2025/12/05,15:01:33,254,"3,200"
2025/12/05,15:01:32,254,300
2025/12/05,15:01:32,254,500
2025/12/05,15:01:27,255,"8,300"
2025/12/05,15:01:27,256,100
2025/12/05,15:01:26,255,"1,000"
2025/12/05,15:01:23,256,"1,700"
2025/12/05,15:01:17,256,"1,800"
2025/12/05,15:01:17,257,200
2025/12/05,15:01:15,256,"3,000"
2025/12/05,15:01:15,257,"1,000"
2025/12/05,15:01:13,257,100
2025/12/05,15:01:11,256,"2,900"
2025/12/05,15:01:11,257,100
2025/12/05,15:01:10,257,"2,400"
2025/12/05,15:01:10,258,100
2025/12/05,15:01:10,257,500
2025/12/05,15:01:10,258,400
2025/12/05,15:01:09,259,100
2025/12/05,15:01:07,258,200
2025/12/05,15:01:05,258,"4,000"
2025/12/05,15:00:58,259,"4,000"
2025/12/05,15:00:57,260,500
2025/12/05,15:00:57,259,100
2025/12/05,15:00:55,259,100
2025/12/05,15:00:54,259,"1,300"
2025/12/05,15:00:50,260,200
2025/12/05,15:00:42,261,500
2025/12/05,15:00:42,261,300
2025/12/05,15:00:42,261,100
2025/12/05,15:00:36,262,100
2025/12/05,15:00:36,261,"1,100"
2025/12/05,15:00:36,260,100
2025/12/05,15:00:35,260,"1,100"
2025/12/05,15:00:35,260,"3,700"
2025/12/05,15:00:35,259,200
2025/12/05,15:00:33,258,800
2025/12/05,15:00:33,257,100
2025/12/05,15:00:30,257,100
2025/12/05,15:00:30,256,600
2025/12/05,15:00:30,257,"6,400"
2025/12/05,15:00:30,258,"10,300"
2025/12/05,15:00:30,259,"3,300"
2025/12/05,15:00:30,260,"2,800"
2025/12/05,15:00:26,261,100
2025/12/05,15:00:22,260,"5,500"
2025/12/05,15:00:22,261,500
2025/12/05,15:00:20,262,100
2025/12/05,15:00:20,262,500
2025/12/05,15:00:12,263,400
2025/12/05,15:00:12,262,500
2025/12/05,15:00:11,260,"2,700"
2025/12/05,15:00:11,261,"7,200"
2025/12/05,15:00:10,263,100
2025/12/05,15:00:05,262,300
2025/12/05,15:00:05,262,600
2025/12/05,15:00:05,262,500
2025/12/05,15:00:00,263,200
2025/12/05,14:59:59,261,200
2025/12/05,14:59:59,262,"3,300"
2025/12/05,14:59:59,263,300
2025/12/05,14:59:36,263,"1,300"
2025/12/05,14:59:35,264,"5,500"
2025/12/05,14:59:25,262,700
2025/12/05,14:59:25,263,200
2025/12/05,14:59:11,264,600
2025/12/05,14:59:11,262,"3,800"
2025/12/05,14:59:11,263,"1,200"
2025/12/05,14:59:11,263,600
2025/12/05,14:59:11,264,600
2025/12/05,14:59:09,265,"2,300"
2025/12/05,14:59:09,265,300
2025/12/05,14:59:07,265,"3,500"
2025/12/05,14:59:07,265,200
2025/12/05,14:58:56,265,500
2025/12/05,14:58:54,264,100
2025/12/05,14:58:42,265,"1,400"
2025/12/05,14:58:41,265,"1,000"
2025/12/05,14:58:36,265,300
2025/12/05,14:58:35,266,100
2025/12/05,14:58:30,266,100
2025/12/05,14:58:30,266,200
2025/12/05,14:58:23,266,100
2025/12/05,14:58:15,266,200
2025/12/05,14:58:04,266,"1,800"
2025/12/05,14:58:04,266,700
2025/12/05,14:58:00,266,300
2025/12/05,14:57:55,267,800
2025/12/05,14:57:55,266,100
2025/12/05,14:57:44,266,"1,200"
2025/12/05,14:57:44,266,"4,000"
2025/12/05,14:57:44,266,100
2025/12/05,14:57:42,267,100
2025/12/05,14:57:33,267,700
2025/12/05,14:57:21,267,100
2025/12/05,14:57:17,268,"1,000"
2025/12/05,14:57:17,267,100
2025/12/05,14:57:08,267,600
2025/12/05,14:56:53,268,100
2025/12/05,14:56:29,268,200
2025/12/05,14:56:19,268,600
2025/12/05,14:56:19,268,500
2025/12/05,14:56:07,269,300
2025/12/05,14:56:07,269,100
2025/12/05,14:55:49,269,"2,700"
2025/12/05,14:55:49,269,300
2025/12/05,14:55:48,270,100
2025/12/05,14:55:45,270,100
2025/12/05,14:55:43,270,100
2025/12/05,14:55:41,270,"1,800"
2025/12/05,14:55:28,270,"1,300"
2025/12/05,14:55:26,269,"1,600"
2025/12/05,14:55:22,268,100
2025/12/05,14:55:10,270,200
2025/12/05,14:55:07,269,300
2025/12/05,14:55:06,268,300
2025/12/05,14:55:06,269,200
2025/12/05,14:55:03,270,900
2025/12/05,14:55:00,271,100
2025/12/05,14:54:45,271,600
2025/12/05,14:54:45,268,200
2025/12/05,14:54:45,269,500
2025/12/05,14:54:45,270,300
2025/12/05,14:54:40,271,600
2025/12/05,14:54:40,271,"3,300"
2025/12/05,14:54:40,270,100
2025/12/05,14:54:37,269,100
2025/12/05,14:54:34,270,500
2025/12/05,14:54:33,270,200
2025/12/05,14:54:33,270,"3,800"
2025/12/05,14:54:26,268,100
2025/12/05,14:54:24,270,"1,000"
2025/12/05,14:54:24,270,"1,700"
2025/12/05,14:54:24,269,"1,200"
2025/12/05,14:54:24,268,"1,000"
2025/12/05,14:53:59,268,"3,900"
2025/12/05,14:53:59,268,100
2025/12/05,14:53:56,266,300
2025/12/05,14:53:56,267,300
2025/12/05,14:53:47,269,700
2025/12/05,14:53:47,268,100
2025/12/05,14:53:46,268,200
2025/12/05,14:53:44,266,"1,600"
2025/12/05,14:53:44,267,200
2025/12/05,14:53:43,268,500
2025/12/05,14:53:39,269,100
2025/12/05,14:53:37,268,"2,000"
2025/12/05,14:53:37,268,"1,000"
2025/12/05,14:53:33,268,"1,000"
2025/12/05,14:53:31,267,100
2025/12/05,14:53:23,267,100
2025/12/05,14:53:23,267,100
2025/12/05,14:53:23,267,400
2025/12/05,14:53:23,267,300
2025/12/05,14:53:23,267,100
2025/12/05,14:53:21,268,300
2025/12/05,14:53:21,267,500
2025/12/05,14:53:17,267,800
2025/12/05,14:53:17,267,200
2025/12/05,14:53:16,268,100
2025/12/05,14:53:10,268,"2,000"
2025/12/05,14:53:09,268,"10,400"
2025/12/05,14:53:09,268,"1,100"
2025/12/05,14:53:09,269,900
2025/12/05,14:53:09,270,"1,400"
2025/12/05,14:53:09,270,400
2025/12/05,14:52:59,270,200
2025/12/05,14:52:46,271,200
2025/12/05,14:52:45,270,600
2025/12/05,14:52:45,270,200
2025/12/05,14:52:45,271,200
2025/12/05,14:52:44,271,100
2025/12/05,14:52:43,271,500
2025/12/05,14:52:33,271,600
2025/12/05,14:52:33,270,100
2025/12/05,14:52:27,269,500
2025/12/05,14:52:27,269,400
2025/12/05,14:52:25,270,300
2025/12/05,14:52:21,270,100
2025/12/05,14:52:20,270,300
2025/12/05,14:52:20,270,"1,500"
2025/12/05,14:52:20,270,"2,000"
2025/12/05,14:52:17,271,"1,000"
2025/12/05,14:52:14,271,100
2025/12/05,14:52:12,271,100
2025/12/05,14:52:09,270,"1,000"
2025/12/05,14:52:06,270,200
2025/12/05,14:52:04,271,100
2025/12/05,14:52:03,270,100
2025/12/05,14:52:03,270,"1,500"
2025/12/05,14:52:03,270,700
2025/12/05,14:51:59,270,"4,000"
2025/12/05,14:51:57,269,"1,900"
2025/12/05,14:51:57,268,"3,600"
2025/12/05,14:51:57,268,"2,100"
2025/12/05,14:51:57,267,"1,100"
2025/12/05,14:51:57,266,"2,300"
2025/12/05,14:51:57,265,200
2025/12/05,14:51:55,265,100
2025/12/05,14:51:53,266,"3,100"
2025/12/05,14:51:53,266,400
2025/12/05,14:51:53,265,500
2025/12/05,14:51:52,265,100
2025/12/05,14:51:48,266,800
2025/12/05,14:51:48,266,"1,100"
2025/12/05,14:51:48,265,"1,300"
2025/12/05,14:51:48,264,800
2025/12/05,14:51:47,264,100
2025/12/05,14:51:45,264,400
2025/12/05,14:51:45,263,400
2025/12/05,14:51:44,266,300
2025/12/05,14:51:44,265,100
2025/12/05,14:51:44,265,100
2025/12/05,14:51:43,265,300
2025/12/05,14:51:43,265,"2,300"
2025/12/05,14:51:43,264,"2,400"
2025/12/05,14:51:43,263,"1,100"
2025/12/05,14:51:43,262,"2,900"
2025/12/05,14:51:43,261,"1,000"
2025/12/05,14:51:43,261,100
2025/12/05,14:51:42,260,200
2025/12/05,14:51:41,260,100
2025/12/05,14:51:39,260,200
2025/12/05,14:51:37,259,100
2025/12/05,14:51:37,258,"3,200"
2025/12/05,14:51:37,258,"2,100"
2025/12/05,14:51:36,261,200
2025/12/05,14:51:36,260,"1,700"
2025/12/05,14:51:36,259,300
2025/12/05,14:51:34,258,200
2025/12/05,14:51:34,259,200
2025/12/05,14:51:33,260,300
2025/12/05,14:51:33,258,"4,000"
2025/12/05,14:51:32,257,"1,200"
2025/12/05,14:51:32,258,"2,900"
2025/12/05,14:51:32,259,200
2025/12/05,14:51:32,260,100
2025/12/05,14:51:31,260,400
2025/12/05,14:51:27,260,300
2025/12/05,14:51:27,260,200
2025/12/05,14:51:25,258,"1,200"
2025/12/05,14:51:25,259,600
2025/12/05,14:51:25,261,300
2025/12/05,14:51:25,260,100
2025/12/05,14:51:24,259,"5,000"
2025/12/05,14:51:24,260,"13,900"
2025/12/05,14:51:24,260,"9,900"
2025/12/05,14:51:24,261,"3,100"
2025/12/05,14:51:23,262,"1,000"
2025/12/05,14:51:16,263,"3,000"
2025/12/05,14:51:16,263,"1,000"
2025/12/05,14:51:12,265,300
2025/12/05,14:51:12,263,"2,200"
2025/12/05,14:51:12,264,"1,800"
2025/12/05,14:50:51,265,200
2025/12/05,14:50:51,264,"1,900"
2025/12/05,14:50:51,264,"2,100"
2025/12/05,14:50:49,266,100
2025/12/05,14:50:49,265,400
2025/12/05,14:50:49,266,100
2025/12/05,14:50:46,267,100
2025/12/05,14:50:44,266,100
2025/12/05,14:50:40,267,200
2025/12/05,14:50:40,266,200
2025/12/05,14:50:38,265,100
2025/12/05,14:50:38,266,400
2025/12/05,14:50:38,265,200
2025/12/05,14:50:38,266,300
2025/12/05,14:50:35,264,100
2025/12/05,14:50:35,264,100
2025/12/05,14:50:35,264,200
2025/12/05,14:50:35,265,100
2025/12/05,14:50:34,264,"1,400"
2025/12/05,14:50:34,265,900
2025/12/05,14:50:34,266,700
2025/12/05,14:50:29,266,200
2025/12/05,14:50:27,266,300
2025/12/05,14:50:27,266,300
2025/12/05,14:50:22,266,600
2025/12/05,14:50:20,267,100
2025/12/05,14:50:17,267,400
2025/12/05,14:50:16,266,"4,500"
2025/12/05,14:50:14,267,500
2025/12/05,14:50:14,266,500
2025/12/05,14:50:13,266,200
2025/12/05,14:50:13,267,400
2025/12/05,14:50:12,267,200
2025/12/05,14:50:10,268,"1,800"
2025/12/05,14:50:10,268,"1,700"
2025/12/05,14:50:10,269,300
2025/12/05,14:50:10,269,100
2025/12/05,14:50:08,269,"1,400"
2025/12/05,14:50:06,269,300
2025/12/05,14:50:05,269,100
2025/12/05,14:50:00,269,200
2025/12/05,14:49:59,270,100
2025/12/05,14:49:57,270,100
2025/12/05,14:49:54,269,300
2025/12/05,14:49:40,271,500
2025/12/05,14:49:37,270,600
2025/12/05,14:49:37,270,"1,900"
2025/12/05,14:49:30,271,200
2025/12/05,14:49:28,272,400
2025/12/05,14:49:27,271,500
2025/12/05,14:49:25,272,100
2025/12/05,14:49:21,271,300
2025/12/05,14:49:21,271,100
2025/12/05,14:49:20,270,100
2025/12/05,14:49:20,271,600
2025/12/05,14:49:19,270,200
2025/12/05,14:49:17,270,400
2025/12/05,14:49:10,270,700
2025/12/05,14:49:10,268,100
2025/12/05,14:49:07,269,"4,000"
2025/12/05,14:49:07,269,200
2025/12/05,14:49:05,268,100
2025/12/05,14:49:03,268,500
2025/12/05,14:49:02,268,100
2025/12/05,14:49:00,268,600
2025/12/05,14:48:58,266,300
2025/12/05,14:48:57,266,100
2025/12/05,14:48:57,267,100
2025/12/05,14:48:56,268,"1,500"
2025/12/05,14:48:56,266,200
2025/12/05,14:48:56,266,200
2025/12/05,14:48:56,268,"1,900"
2025/12/05,14:48:56,267,"3,200"
2025/12/05,14:48:56,266,700
2025/12/05,14:48:53,266,"1,600"
2025/12/05,14:48:52,266,100
2025/12/05,14:48:52,266,700
2025/12/05,14:48:52,266,300
2025/12/05,14:48:51,266,"1,000"
2025/12/05,14:48:51,265,"2,900"
2025/12/05,14:48:50,265,"1,300"
2025/12/05,14:48:49,264,100
2025/12/05,14:48:49,264,100
2025/12/05,14:48:49,265,100
2025/12/05,14:48:48,264,"1,100"
2025/12/05,14:48:47,263,100
2025/12/05,14:48:47,265,300
2025/12/05,14:48:47,265,"1,500"
2025/12/05,14:48:47,265,"1,500"
2025/12/05,14:48:47,264,700
2025/12/05,14:48:47,263,300
2025/12/05,14:48:44,263,"1,100"
2025/12/05,14:48:44,263,900
2025/12/05,14:48:43,264,200
2025/12/05,14:48:42,264,500
2025/12/05,14:48:41,263,100
2025/12/05,14:48:41,263,100
2025/12/05,14:48:40,262,700
2025/12/05,14:48:40,263,"2,300"
2025/12/05,14:48:40,264,"1,000"
2025/12/05,14:48:38,264,100
2025/12/05,14:48:36,263,200
2025/12/05,14:48:35,263,800
2025/12/05,14:48:35,263,300
2025/12/05,14:48:34,266,400
2025/12/05,14:48:34,265,600
2025/12/05,14:48:34,264,"2,500"
2025/12/05,14:48:34,263,"1,000"
2025/12/05,14:48:34,263,100
2025/12/05,14:48:33,263,"2,400"
2025/12/05,14:48:33,264,"1,600"
2025/12/05,14:48:33,264,"2,800"
2025/12/05,14:48:33,263,200
2025/12/05,14:48:33,264,"3,200"
2025/12/05,14:48:31,263,100
2025/12/05,14:48:31,264,100
2025/12/05,14:48:31,265,100
2025/12/05,14:48:31,265,200
2025/12/05,14:48:30,264,100
2025/12/05,14:48:29,263,400
2025/12/05,14:48:28,264,"2,600"
2025/12/05,14:48:28,263,"2,000"
2025/12/05,14:48:27,264,400
2025/12/05,14:48:27,263,800
2025/12/05,14:48:27,264,100
2025/12/05,14:48:26,264,800
2025/12/05,14:48:25,263,100
2025/12/05,14:48:25,262,400
2025/12/05,14:48:25,261,200
2025/12/05,14:48:24,261,100
2025/12/05,14:48:24,262,200
2025/12/05,14:48:24,262,"1,300"
2025/12/05,14:48:22,260,200
2025/12/05,14:48:21,261,"1,400"
2025/12/05,14:48:21,263,300
2025/12/05,14:48:20,262,300
2025/12/05,14:48:20,262,100
2025/12/05,14:48:20,261,500
2025/12/05,14:48:20,262,400
2025/12/05,14:48:20,261,100
