日付,時間 ,約定値,出来高
2025/12/05,10:09:27,273,"1,500"
2025/12/05,10:09:27,274,200
2025/12/05,10:09:22,274,"1,000"
2025/12/05,10:09:18,273,"2,400"
2025/12/05,10:09:18,274,"1,700"
2025/12/05,10:09:16,274,400
2025/12/05,10:09:15,274,100
2025/12/05,10:09:07,274,"2,000"
2025/12/05,10:09:00,273,800
2025/12/05,10:08:53,273,200
2025/12/05,10:08:53,273,300
2025/12/05,10:08:53,274,"1,300"
2025/12/05,10:08:51,274,200
2025/12/05,10:08:51,274,300
2025/12/05,10:08:45,274,200
2025/12/05,10:08:43,274,500
2025/12/05,10:08:40,273,700
2025/12/05,10:08:40,274,300
2025/12/05,10:08:40,274,"3,700"
2025/12/05,10:08:40,274,"5,000"
2025/12/05,10:08:39,273,"1,000"
2025/12/05,10:08:36,273,"1,000"
2025/12/05,10:08:27,273,"3,000"
2025/12/05,10:08:27,273,200
2025/12/05,10:08:27,273,500
2025/12/05,10:08:24,274,100
2025/12/05,10:08:23,274,100
2025/12/05,10:08:23,274,"6,700"
2025/12/05,10:08:22,274,500
2025/12/05,10:08:20,274,600
2025/12/05,10:08:20,274,"6,700"
2025/12/05,10:08:17,274,500
2025/12/05,10:08:07,274,200
2025/12/05,10:08:04,275,"2,400"
2025/12/05,10:07:59,275,800
2025/12/05,10:07:51,275,300
2025/12/05,10:07:50,275,700
2025/12/05,10:07:46,275,400
2025/12/05,10:07:37,275,300
2025/12/05,10:07:37,275,100
2025/12/05,10:07:36,275,200
2025/12/05,10:07:35,275,200
2025/12/05,10:07:35,275,200
2025/12/05,10:07:33,275,100
2025/12/05,10:07:27,275,"5,600"
2025/12/05,10:07:23,275,100
2025/12/05,10:07:21,275,100
2025/12/05,10:07:08,275,100
2025/12/05,10:07:01,275,200
2025/12/05,10:06:59,275,300
2025/12/05,10:06:54,275,"1,000"
2025/12/05,10:06:52,275,"2,000"
2025/12/05,10:06:51,275,100
2025/12/05,10:06:49,275,100
2025/12/05,10:06:49,274,100
2025/12/05,10:06:47,275,400
2025/12/05,10:06:47,275,100
2025/12/05,10:06:45,274,200
2025/12/05,10:06:45,274,200
2025/12/05,10:06:45,276,100
2025/12/05,10:06:45,274,500
2025/12/05,10:06:44,274,500
2025/12/05,10:06:43,275,500
2025/12/05,10:06:42,275,200
2025/12/05,10:06:42,275,600
2025/12/05,10:06:42,275,"2,400"
2025/12/05,10:06:35,275,400
2025/12/05,10:06:33,275,100
2025/12/05,10:06:33,275,100
2025/12/05,10:06:33,275,"1,500"
2025/12/05,10:06:32,275,100
2025/12/05,10:06:32,275,800
2025/12/05,10:06:31,276,300
2025/12/05,10:06:29,276,200
2025/12/05,10:06:29,275,100
2025/12/05,10:06:27,275,600
2025/12/05,10:06:25,275,"5,000"
2025/12/05,10:06:24,277,"1,100"
2025/12/05,10:06:24,276,100
2025/12/05,10:06:22,275,500
2025/12/05,10:06:22,276,100
2025/12/05,10:06:21,276,100
2025/12/05,10:06:21,276,100
2025/12/05,10:06:20,276,100
2025/12/05,10:06:20,276,100
2025/12/05,10:06:19,276,100
2025/12/05,10:06:19,276,200
2025/12/05,10:06:18,276,100
2025/12/05,10:06:17,275,100
2025/12/05,10:06:17,275,200
2025/12/05,10:06:17,275,100
2025/12/05,10:06:16,275,100
2025/12/05,10:06:16,275,"2,000"
2025/12/05,10:06:16,275,"1,000"
2025/12/05,10:06:16,275,100
2025/12/05,10:06:16,275,500
2025/12/05,10:06:16,275,"2,900"
2025/12/05,10:06:16,275,"1,000"
2025/12/05,10:06:16,275,"1,000"
2025/12/05,10:06:16,275,200
2025/12/05,10:06:16,275,"12,100"
2025/12/05,10:06:16,276,"5,800"
2025/12/05,10:06:16,276,100
2025/12/05,10:06:16,277,200
2025/12/05,10:06:16,276,100
2025/12/05,10:06:16,276,200
2025/12/05,10:06:15,276,"5,100"
2025/12/05,10:06:15,277,"14,700"
2025/12/05,10:05:59,278,600
2025/12/05,10:05:57,278,"8,800"
2025/12/05,10:05:57,278,"4,400"
2025/12/05,10:05:56,278,100
2025/12/05,10:05:54,278,300
2025/12/05,10:05:50,278,100
2025/12/05,10:05:46,278,100
2025/12/05,10:05:32,278,500
2025/12/05,10:05:31,278,100
2025/12/05,10:05:31,278,"1,000"
2025/12/05,10:05:31,278,300
2025/12/05,10:05:26,279,500
2025/12/05,10:05:23,279,400
2025/12/05,10:05:23,279,600
2025/12/05,10:05:20,279,100
2025/12/05,10:05:15,279,200
2025/12/05,10:05:07,279,400
2025/12/05,10:04:06,279,200
2025/12/05,10:03:54,279,"1,300"
2025/12/05,10:03:51,279,300
2025/12/05,10:03:49,279,500
2025/12/05,10:03:38,280,500
2025/12/05,10:03:38,280,100
2025/12/05,10:03:33,280,"5,000"
2025/12/05,10:03:31,279,600
2025/12/05,10:03:05,280,"3,600"
2025/12/05,10:03:05,279,200
2025/12/05,10:03:05,279,300
2025/12/05,10:03:05,279,"5,900"
2025/12/05,10:03:05,279,"4,300"
2025/12/05,10:03:05,279,"9,700"
2025/12/05,10:02:53,280,"2,600"
2025/12/05,10:02:33,280,400
2025/12/05,10:02:23,280,200
2025/12/05,10:02:17,280,"1,000"
2025/12/05,10:02:10,281,100
2025/12/05,10:02:08,280,600
2025/12/05,10:02:07,281,"1,400"
2025/12/05,10:02:01,280,100
2025/12/05,10:02:00,280,100
2025/12/05,10:01:58,280,100
2025/12/05,10:01:51,280,"4,200"
2025/12/05,10:01:51,281,700
2025/12/05,10:01:46,282,300
2025/12/05,10:01:33,281,500
2025/12/05,10:01:31,282,"1,900"
2025/12/05,10:01:31,282,"2,900"
2025/12/05,10:01:31,281,200
2025/12/05,10:01:18,281,"2,200"
2025/12/05,10:01:18,281,900
2025/12/05,10:01:14,281,100
2025/12/05,10:01:12,281,400
2025/12/05,10:00:57,281,100
2025/12/05,10:00:56,281,200
2025/12/05,10:00:55,281,300
2025/12/05,10:00:43,282,100
2025/12/05,10:00:42,282,500
2025/12/05,10:00:12,282,100
2025/12/05,09:59:49,282,800
2025/12/05,09:59:49,282,"1,400"
2025/12/05,09:59:47,282,200
2025/12/05,09:59:34,282,100
2025/12/05,09:59:08,283,400
2025/12/05,09:58:58,283,"1,000"
2025/12/05,09:58:33,283,100
2025/12/05,09:58:31,283,700
2025/12/05,09:57:16,283,"1,400"
2025/12/05,09:57:16,282,"3,400"
2025/12/05,09:57:16,281,100
2025/12/05,09:57:09,281,300
2025/12/05,09:57:07,280,300
2025/12/05,09:57:07,281,200
2025/12/05,09:56:47,281,500
2025/12/05,09:56:31,282,100
2025/12/05,09:56:18,280,200
2025/12/05,09:56:14,282,"1,000"
2025/12/05,09:56:14,282,"4,000"
2025/12/05,09:56:14,281,"1,000"
2025/12/05,09:56:13,280,400
2025/12/05,09:56:00,281,500
2025/12/05,09:55:56,280,100
2025/12/05,09:55:31,281,300
2025/12/05,09:55:31,281,200
2025/12/05,09:55:24,281,300
2025/12/05,09:54:16,280,"1,600"
2025/12/05,09:54:16,280,"3,300"
2025/12/05,09:54:12,280,100
2025/12/05,09:54:12,280,700
2025/12/05,09:53:58,280,100
2025/12/05,09:53:58,280,200
2025/12/05,09:53:58,280,200
2025/12/05,09:53:48,280,400
2025/12/05,09:53:38,280,"2,200"
2025/12/05,09:53:11,280,"2,500"
2025/12/05,09:53:10,279,400
2025/12/05,09:53:09,279,200
2025/12/05,09:53:07,279,"1,500"
2025/12/05,09:53:03,279,600
2025/12/05,09:52:44,279,500
2025/12/05,09:52:44,280,300
2025/12/05,09:52:40,280,400
2025/12/05,09:52:37,280,500
2025/12/05,09:52:34,279,100
2025/12/05,09:52:34,280,"2,900"
2025/12/05,09:52:32,280,500
2025/12/05,09:52:25,280,100
2025/12/05,09:52:17,280,900
2025/12/05,09:52:16,280,"2,000"
2025/12/05,09:52:08,280,400
2025/12/05,09:52:05,280,300
2025/12/05,09:52:01,280,100
2025/12/05,09:52:01,280,100
2025/12/05,09:52:01,280,800
2025/12/05,09:52:00,280,200
2025/12/05,09:52:00,280,200
2025/12/05,09:51:56,280,500
2025/12/05,09:51:54,280,100
2025/12/05,09:51:52,280,"1,000"
2025/12/05,09:51:41,281,"1,600"
2025/12/05,09:51:41,281,"2,600"
2025/12/05,09:51:41,282,100
2025/12/05,09:51:33,281,100
2025/12/05,09:51:31,281,100
2025/12/05,09:51:09,282,800
2025/12/05,09:51:09,282,"1,900"
2025/12/05,09:51:09,282,100
2025/12/05,09:51:08,282,"5,000"
2025/12/05,09:51:02,283,"2,800"
2025/12/05,09:51:00,283,200
2025/12/05,09:50:53,284,300
2025/12/05,09:50:46,284,"1,000"
2025/12/05,09:50:43,284,100
2025/12/05,09:50:34,284,700
2025/12/05,09:50:34,284,"1,900"
2025/12/05,09:50:34,284,100
2025/12/05,09:50:29,284,400
2025/12/05,09:50:25,284,900
2025/12/05,09:50:13,283,700
2025/12/05,09:50:13,283,"1,900"
2025/12/05,09:50:01,283,200
2025/12/05,09:50:00,284,200
2025/12/05,09:49:42,283,100
2025/12/05,09:49:36,284,700
2025/12/05,09:49:36,284,"1,100"
2025/12/05,09:49:28,283,500
2025/12/05,09:49:27,284,100
2025/12/05,09:49:26,283,100
2025/12/05,09:49:17,284,"2,000"
2025/12/05,09:49:16,284,700
2025/12/05,09:48:48,284,200
2025/12/05,09:48:46,283,100
2025/12/05,09:48:44,284,500
2025/12/05,09:48:40,284,"1,400"
2025/12/05,09:48:26,284,400
2025/12/05,09:48:19,283,200
2025/12/05,09:48:01,283,"2,200"
2025/12/05,09:47:40,284,700
2025/12/05,09:47:40,284,100
2025/12/05,09:47:35,284,"1,300"
2025/12/05,09:47:35,284,"2,700"
2025/12/05,09:47:16,283,100
2025/12/05,09:47:16,283,100
2025/12/05,09:47:08,283,500
2025/12/05,09:46:59,283,"2,100"
2025/12/05,09:46:59,283,"1,500"
2025/12/05,09:46:58,283,300
2025/12/05,09:46:56,283,100
2025/12/05,09:46:50,283,200
2025/12/05,09:46:48,283,100
2025/12/05,09:46:41,284,200
2025/12/05,09:46:41,284,"2,000"
2025/12/05,09:46:32,284,500
2025/12/05,09:46:32,284,100
2025/12/05,09:46:30,284,100
2025/12/05,09:46:23,284,200
2025/12/05,09:46:19,284,100
2025/12/05,09:46:18,284,200
2025/12/05,09:46:16,284,100
2025/12/05,09:46:12,284,400
2025/12/05,09:46:11,284,300
2025/12/05,09:46:10,283,500
2025/12/05,09:45:57,284,"1,700"
2025/12/05,09:45:57,283,300
2025/12/05,09:45:56,283,100
2025/12/05,09:45:56,283,"1,100"
2025/12/05,09:45:50,282,600
2025/12/05,09:45:50,283,"2,000"
2025/12/05,09:45:39,283,200
2025/12/05,09:45:33,283,500
2025/12/05,09:45:28,283,200
2025/12/05,09:45:27,283,"2,100"
2025/12/05,09:45:27,283,"3,600"
2025/12/05,09:45:27,283,"3,300"
2025/12/05,09:45:24,282,300
2025/12/05,09:45:16,282,200
2025/12/05,09:45:08,282,300
2025/12/05,09:45:04,283,100
2025/12/05,09:45:04,283,100
2025/12/05,09:45:04,282,600
2025/12/05,09:44:46,282,600
2025/12/05,09:44:46,281,100
2025/12/05,09:44:33,281,100
2025/12/05,09:44:33,281,400
2025/12/05,09:44:32,281,100
2025/12/05,09:44:30,281,100
2025/12/05,09:44:29,281,200
2025/12/05,09:44:22,281,"1,700"
2025/12/05,09:44:14,280,600
2025/12/05,09:44:10,280,100
2025/12/05,09:44:10,280,100
2025/12/05,09:44:08,280,100
2025/12/05,09:44:04,280,400
2025/12/05,09:44:04,280,"5,400"
2025/12/05,09:43:56,280,100
2025/12/05,09:43:53,280,100
2025/12/05,09:43:53,280,100
2025/12/05,09:43:50,279,300
2025/12/05,09:43:49,280,100
2025/12/05,09:43:45,279,100
2025/12/05,09:43:45,279,"4,300"
2025/12/05,09:43:45,280,700
2025/12/05,09:43:42,280,300
2025/12/05,09:43:37,281,100
2025/12/05,09:43:36,280,"1,200"
2025/12/05,09:43:36,280,"8,800"
2025/12/05,09:43:18,280,300
2025/12/05,09:43:18,281,100
2025/12/05,09:43:18,281,"21,100"
2025/12/05,09:43:16,280,200
2025/12/05,09:43:16,281,100
2025/12/05,09:43:13,280,400
2025/12/05,09:43:13,281,500
2025/12/05,09:43:09,281,100
2025/12/05,09:43:07,281,200
2025/12/05,09:43:01,281,200
2025/12/05,09:43:01,281,400
2025/12/05,09:42:50,281,200
2025/12/05,09:42:50,281,500
2025/12/05,09:42:39,281,300
2025/12/05,09:42:33,281,500
2025/12/05,09:42:29,281,100
2025/12/05,09:42:28,281,100
2025/12/05,09:42:28,281,700
2025/12/05,09:42:27,281,900
2025/12/05,09:42:27,282,600
2025/12/05,09:42:27,281,900
2025/12/05,09:42:26,281,"8,800"
2025/12/05,09:42:26,281,"8,900"
2025/12/05,09:42:12,281,100
2025/12/05,09:42:09,280,500
2025/12/05,09:42:03,280,200
2025/12/05,09:42:01,280,"1,000"
2025/12/05,09:41:53,280,300
2025/12/05,09:41:51,280,100
2025/12/05,09:41:44,280,400
2025/12/05,09:41:42,280,"1,000"
2025/12/05,09:41:36,280,"5,000"
2025/12/05,09:41:36,280,"4,000"
2025/12/05,09:41:30,280,500
2025/12/05,09:41:29,280,200
2025/12/05,09:41:18,280,100
2025/12/05,09:41:10,281,100
2025/12/05,09:40:55,280,200
2025/12/05,09:40:53,280,100
2025/12/05,09:40:47,280,500
2025/12/05,09:40:47,280,100
2025/12/05,09:40:33,280,"2,800"
2025/12/05,09:40:28,281,400
2025/12/05,09:40:28,281,200
2025/12/05,09:40:21,281,200
2025/12/05,09:40:21,281,200
2025/12/05,09:40:17,281,"3,400"
2025/12/05,09:40:17,281,"1,900"
2025/12/05,09:40:17,281,"1,200"
2025/12/05,09:40:10,281,"1,000"
2025/12/05,09:39:59,282,100
2025/12/05,09:39:56,282,500
2025/12/05,09:39:51,282,100
2025/12/05,09:39:42,282,200
2025/12/05,09:39:21,282,500
2025/12/05,09:39:03,282,"2,100"
2025/12/05,09:39:03,282,500
2025/12/05,09:38:55,282,100
2025/12/05,09:38:51,282,"1,100"
2025/12/05,09:38:51,282,100
2025/12/05,09:38:40,281,100
2025/12/05,09:38:40,282,400
2025/12/05,09:38:40,282,100
2025/12/05,09:38:18,283,200
2025/12/05,09:38:10,283,400
2025/12/05,09:38:10,283,200
2025/12/05,09:37:50,283,"6,300"
2025/12/05,09:37:50,283,200
2025/12/05,09:37:49,282,200
2025/12/05,09:37:48,282,"1,200"
2025/12/05,09:37:40,282,100
2025/12/05,09:37:40,282,400
2025/12/05,09:37:39,282,500
2025/12/05,09:37:38,282,"1,700"
2025/12/05,09:37:22,281,300
2025/12/05,09:37:19,281,"1,800"
2025/12/05,09:37:11,280,100
2025/12/05,09:37:04,280,100
2025/12/05,09:37:00,280,200
2025/12/05,09:36:57,279,100
2025/12/05,09:36:57,279,100
2025/12/05,09:36:57,279,100
2025/12/05,09:36:57,280,100
2025/12/05,09:36:53,280,500
2025/12/05,09:36:53,280,400
2025/12/05,09:36:53,280,100
2025/12/05,09:36:47,280,400
2025/12/05,09:36:47,280,"24,200"
2025/12/05,09:36:47,281,"5,800"
2025/12/05,09:36:42,282,"1,000"
2025/12/05,09:36:40,281,100
2025/12/05,09:36:30,281,400
2025/12/05,09:36:29,282,900
2025/12/05,09:36:28,281,100
2025/12/05,09:36:27,281,200
2025/12/05,09:36:20,281,100
2025/12/05,09:36:18,280,100
2025/12/05,09:36:14,281,500
2025/12/05,09:36:14,281,100
2025/12/05,09:36:13,281,100
2025/12/05,09:36:13,281,400
2025/12/05,09:36:12,281,100
2025/12/05,09:36:11,281,100
2025/12/05,09:36:08,280,"1,100"
2025/12/05,09:36:07,281,100
2025/12/05,09:36:06,280,100
2025/12/05,09:36:04,281,"1,900"
2025/12/05,09:36:01,281,200
2025/12/05,09:36:01,280,800
2025/12/05,09:35:59,281,200
2025/12/05,09:35:55,281,100
2025/12/05,09:35:48,281,400
2025/12/05,09:35:30,281,200
2025/12/05,09:35:28,281,"2,700"
2025/12/05,09:35:28,280,"3,500"
2025/12/05,09:35:26,281,500
2025/12/05,09:35:25,281,100
2025/12/05,09:35:21,281,"1,100"
2025/12/05,09:35:15,280,"1,000"
2025/12/05,09:35:15,280,200
2025/12/05,09:35:13,280,900
2025/12/05,09:35:13,281,100
2025/12/05,09:35:05,281,400
2025/12/05,09:35:05,281,100
2025/12/05,09:35:03,281,"1,700"
2025/12/05,09:35:03,281,"1,000"
2025/12/05,09:35:03,281,400
2025/12/05,09:35:02,281,500
2025/12/05,09:34:51,281,100
2025/12/05,09:34:49,281,100
2025/12/05,09:34:49,281,300
2025/12/05,09:34:43,282,400
2025/12/05,09:34:42,282,100
2025/12/05,09:34:39,281,400
2025/12/05,09:34:38,282,800
2025/12/05,09:34:38,282,200
2025/12/05,09:34:37,282,100
2025/12/05,09:34:35,281,300
2025/12/05,09:34:35,282,100
2025/12/05,09:34:32,282,"3,200"
2025/12/05,09:34:32,282,400
2025/12/05,09:34:27,282,100
2025/12/05,09:34:19,283,100
2025/12/05,09:34:17,281,"1,300"
2025/12/05,09:34:17,282,"5,800"
2025/12/05,09:34:17,283,"2,500"
2025/12/05,09:34:17,284,400
2025/12/05,09:34:07,283,200
2025/12/05,09:34:07,284,700
2025/12/05,09:34:07,285,100
2025/12/05,09:34:05,286,100
2025/12/05,09:34:05,285,"4,400"
2025/12/05,09:34:05,284,500
2025/12/05,09:33:59,285,900
2025/12/05,09:33:56,285,"1,400"
2025/12/05,09:33:56,285,"1,000"
2025/12/05,09:33:54,285,"1,700"
2025/12/05,09:33:54,285,"7,500"
2025/12/05,09:33:54,284,100
2025/12/05,09:33:52,283,200
2025/12/05,09:33:49,284,800
2025/12/05,09:33:49,284,"5,700"
2025/12/05,09:33:47,283,"2,900"
2025/12/05,09:33:47,282,"16,900"
2025/12/05,09:33:40,281,500
2025/12/05,09:33:40,281,300
2025/12/05,09:33:36,281,100
2025/12/05,09:33:33,280,200
2025/12/05,09:33:33,281,100
2025/12/05,09:33:29,281,100
2025/12/05,09:33:28,280,900
2025/12/05,09:33:21,281,200
2025/12/05,09:33:16,281,"3,100"
2025/12/05,09:33:09,279,100
2025/12/05,09:33:09,280,200
2025/12/05,09:33:08,280,100
2025/12/05,09:33:07,280,500
2025/12/05,09:33:06,280,700
2025/12/05,09:33:06,280,100
2025/12/05,09:33:05,281,100
2025/12/05,09:33:03,280,100
2025/12/05,09:33:02,280,100
2025/12/05,09:33:00,280,200
2025/12/05,09:32:55,280,100
2025/12/05,09:32:53,281,"1,000"
2025/12/05,09:32:47,280,300
2025/12/05,09:32:47,280,"1,000"
2025/12/05,09:32:46,281,300
2025/12/05,09:32:46,281,"1,700"
2025/12/05,09:32:45,280,500
2025/12/05,09:32:38,280,500
2025/12/05,09:32:37,280,200
2025/12/05,09:32:31,280,200
2025/12/05,09:32:29,280,200
2025/12/05,09:32:27,281,200
2025/12/05,09:32:26,280,"2,500"
2025/12/05,09:32:26,280,300
2025/12/05,09:32:26,280,800
2025/12/05,09:32:22,280,100
2025/12/05,09:32:22,279,100
2025/12/05,09:32:22,280,100
2025/12/05,09:32:19,280,200
2025/12/05,09:32:17,280,600
2025/12/05,09:32:16,279,200
2025/12/05,09:32:14,279,200
2025/12/05,09:32:13,281,"3,200"
2025/12/05,09:32:10,279,100
2025/12/05,09:32:10,280,200
2025/12/05,09:32:08,280,"2,600"
2025/12/05,09:32:08,280,"3,000"
2025/12/05,09:32:08,279,100
2025/12/05,09:32:01,279,300
2025/12/05,09:31:59,279,100
2025/12/05,09:31:56,279,100
2025/12/05,09:31:56,279,200
2025/12/05,09:31:56,278,100
2025/12/05,09:31:53,278,"1,000"
2025/12/05,09:31:53,279,100
2025/12/05,09:31:49,279,"2,200"
2025/12/05,09:31:49,279,300
2025/12/05,09:31:48,278,200
2025/12/05,09:31:46,278,"1,300"
2025/12/05,09:31:46,278,500
2025/12/05,09:31:46,278,"1,200"
2025/12/05,09:31:46,278,500
2025/12/05,09:31:43,278,"1,400"
2025/12/05,09:31:36,278,400
2025/12/05,09:31:35,277,100
2025/12/05,09:31:35,278,500
2025/12/05,09:31:34,278,"1,300"
2025/12/05,09:31:34,278,700
2025/12/05,09:31:34,278,"2,800"
2025/12/05,09:31:33,278,200
2025/12/05,09:31:30,278,200
2025/12/05,09:31:24,278,"2,000"
2025/12/05,09:31:24,278,"4,700"
2025/12/05,09:31:23,278,"1,200"
2025/12/05,09:31:21,278,400
2025/12/05,09:31:21,279,500
2025/12/05,09:31:18,278,"1,600"
2025/12/05,09:31:18,278,"1,000"
2025/12/05,09:31:18,279,"7,900"
2025/12/05,09:31:17,279,"1,000"
2025/12/05,09:31:16,279,"1,000"
2025/12/05,09:31:15,279,"3,000"
2025/12/05,09:31:15,279,200
2025/12/05,09:31:15,279,100
2025/12/05,09:31:15,280,"1,700"
2025/12/05,09:31:15,280,400
2025/12/05,09:31:15,280,"5,000"
2025/12/05,09:31:14,280,"5,000"
2025/12/05,09:31:14,280,800
2025/12/05,09:31:14,281,"4,200"
2025/12/05,09:31:12,281,"3,800"
2025/12/05,09:31:10,281,"1,000"
2025/12/05,09:31:07,281,200
2025/12/05,09:31:07,282,"18,700"
2025/12/05,09:31:07,282,"2,900"
2025/12/05,09:31:06,282,"1,000"
2025/12/05,09:31:06,282,300
2025/12/05,09:30:59,282,400
2025/12/05,09:30:57,282,100
2025/12/05,09:30:56,282,100
2025/12/05,09:30:51,282,"3,000"
2025/12/05,09:30:48,282,100
2025/12/05,09:30:47,283,100
2025/12/05,09:30:43,283,100
2025/12/05,09:30:41,282,"1,000"
2025/12/05,09:30:35,282,500
2025/12/05,09:30:35,283,100
2025/12/05,09:30:34,284,200
2025/12/05,09:30:32,283,100
2025/12/05,09:30:32,283,300
2025/12/05,09:30:30,283,"1,000"
2025/12/05,09:30:30,283,900
2025/12/05,09:30:30,283,"1,400"
2025/12/05,09:30:29,283,400
2025/12/05,09:30:29,283,200
2025/12/05,09:30:26,283,"2,000"
2025/12/05,09:30:20,284,400
2025/12/05,09:30:20,284,100
2025/12/05,09:30:14,283,"1,500"
2025/12/05,09:30:14,284,600
2025/12/05,09:30:11,284,100
2025/12/05,09:30:04,285,100
2025/12/05,09:30:04,284,200
2025/12/05,09:30:01,284,300
2025/12/05,09:29:53,284,400
2025/12/05,09:29:51,285,"1,000"
2025/12/05,09:29:36,284,100
2025/12/05,09:29:26,284,500
2025/12/05,09:29:26,284,500
2025/12/05,09:29:12,284,300
2025/12/05,09:29:03,284,100
2025/12/05,09:28:52,284,200
2025/12/05,09:28:52,284,"5,000"
2025/12/05,09:28:52,284,"1,000"
2025/12/05,09:28:42,284,200
2025/12/05,09:28:38,284,100
2025/12/05,09:28:35,284,100
2025/12/05,09:28:29,285,500
2025/12/05,09:28:28,284,100
2025/12/05,09:28:25,284,600
2025/12/05,09:28:06,285,100
2025/12/05,09:27:56,285,500
2025/12/05,09:27:46,284,400
2025/12/05,09:27:36,284,100
2025/12/05,09:27:31,284,100
2025/12/05,09:27:27,284,500
2025/12/05,09:27:27,284,100
2025/12/05,09:27:23,284,600
2025/12/05,09:27:19,284,100
2025/12/05,09:27:16,285,900
2025/12/05,09:27:16,284,100
2025/12/05,09:27:13,283,200
2025/12/05,09:27:08,284,100
2025/12/05,09:27:02,283,300
2025/12/05,09:27:02,284,100
2025/12/05,09:26:55,283,500
2025/12/05,09:26:55,284,300
2025/12/05,09:26:50,284,700
2025/12/05,09:26:48,284,500
2025/12/05,09:26:37,284,300
2025/12/05,09:26:27,283,100
2025/12/05,09:26:24,283,100
2025/12/05,09:26:22,284,200
2025/12/05,09:26:18,284,300
2025/12/05,09:26:16,284,"3,000"
2025/12/05,09:26:16,284,400
2025/12/05,09:26:05,284,100
2025/12/05,09:26:05,284,500
2025/12/05,09:25:56,284,300
2025/12/05,09:25:56,285,100
2025/12/05,09:25:55,286,100
2025/12/05,09:25:48,285,800
2025/12/05,09:25:48,285,"2,200"
2025/12/05,09:25:47,285,100
2025/12/05,09:25:47,285,"2,000"
2025/12/05,09:25:44,284,100
2025/12/05,09:25:42,284,500
2025/12/05,09:25:40,284,"2,000"
2025/12/05,09:25:39,283,700
2025/12/05,09:25:36,283,500
2025/12/05,09:25:34,284,"1,000"
2025/12/05,09:25:34,284,300
2025/12/05,09:25:34,284,"1,700"
2025/12/05,09:25:31,284,100
2025/12/05,09:25:19,284,200
2025/12/05,09:25:18,284,100
2025/12/05,09:25:15,283,100
2025/12/05,09:25:14,283,300
2025/12/05,09:25:06,283,200
2025/12/05,09:25:02,284,100
2025/12/05,09:25:02,284,400
2025/12/05,09:24:55,284,100
2025/12/05,09:24:47,284,200
2025/12/05,09:24:46,283,200
2025/12/05,09:24:42,284,100
2025/12/05,09:24:38,284,400
2025/12/05,09:24:38,284,200
2025/12/05,09:24:37,283,400
2025/12/05,09:24:28,283,"1,200"
2025/12/05,09:24:27,283,100
2025/12/05,09:24:23,283,300
2025/12/05,09:24:21,285,100
2025/12/05,09:24:21,285,400
2025/12/05,09:24:20,283,100
2025/12/05,09:24:20,284,100
2025/12/05,09:24:17,285,"4,400"
2025/12/05,09:24:17,284,200
2025/12/05,09:24:17,284,100
2025/12/05,09:24:13,284,100
2025/12/05,09:24:13,283,300
2025/12/05,09:24:13,284,"4,800"
2025/12/05,09:24:13,283,300
2025/12/05,09:24:12,283,100
2025/12/05,09:24:12,283,100
2025/12/05,09:24:11,283,100
2025/12/05,09:24:11,282,200
2025/12/05,09:24:06,283,200
2025/12/05,09:24:01,283,300
2025/12/05,09:24:01,283,"8,900"
2025/12/05,09:24:01,282,900
2025/12/05,09:24:01,282,400
2025/12/05,09:24:01,282,200
2025/12/05,09:23:59,282,100
2025/12/05,09:23:59,282,900
2025/12/05,09:23:46,282,200
2025/12/05,09:23:44,282,100
2025/12/05,09:23:43,282,100
2025/12/05,09:23:42,283,100
2025/12/05,09:23:39,282,"1,400"
2025/12/05,09:23:38,282,100
2025/12/05,09:23:37,283,200
2025/12/05,09:23:37,281,200
2025/12/05,09:23:37,282,600
2025/12/05,09:23:36,282,500
2025/12/05,09:23:33,284,100
2025/12/05,09:23:33,283,"5,500"
2025/12/05,09:23:33,282,300
2025/12/05,09:23:33,282,"2,300"
2025/12/05,09:23:33,281,500
2025/12/05,09:23:33,281,100
2025/12/05,09:23:28,281,100
2025/12/05,09:23:28,282,"1,300"
2025/12/05,09:23:27,282,200
2025/12/05,09:23:25,282,200
2025/12/05,09:23:25,282,600
2025/12/05,09:23:24,282,"3,200"
2025/12/05,09:23:21,283,100
2025/12/05,09:23:20,282,"2,300"
2025/12/05,09:23:19,282,400
2025/12/05,09:23:18,282,"1,000"
2025/12/05,09:23:14,283,500
2025/12/05,09:23:14,282,800
2025/12/05,09:23:14,283,100
2025/12/05,09:23:14,282,900
2025/12/05,09:23:14,283,"1,100"
2025/12/05,09:23:13,283,"1,000"
2025/12/05,09:23:13,283,100
2025/12/05,09:23:12,284,100
2025/12/05,09:23:12,283,100
2025/12/05,09:23:11,283,500
2025/12/05,09:23:11,283,200
2025/12/05,09:23:11,283,100
2025/12/05,09:23:09,283,900
2025/12/05,09:23:08,283,"1,000"
2025/12/05,09:23:08,284,"5,500"
2025/12/05,09:23:08,283,"3,400"
2025/12/05,09:23:07,282,500
2025/12/05,09:23:07,282,"1,000"
2025/12/05,09:23:06,282,200
2025/12/05,09:23:06,282,"1,800"
2025/12/05,09:23:05,282,500
2025/12/05,09:23:04,282,200
2025/12/05,09:23:04,282,100
2025/12/05,09:23:04,282,200
2025/12/05,09:23:03,282,100
2025/12/05,09:23:01,282,200
2025/12/05,09:23:01,282,200
2025/12/05,09:23:00,283,100
2025/12/05,09:23:00,283,"1,500"
2025/12/05,09:23:00,282,"2,200"
